Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Oct '24 Oct 31, 2024","Jul '24 Jul 31, 2024","Jul '23 Jul 31, 2023","Jul '22 Jul 31, 2022","Jul '21 Jul 31, 2021","Jul '20 Jul 31, 2020",2019 - 2015,,
"Selling, General & Admin","6,516,151","6,648,581","8,514,795","7,577,444","4,955,136","1,539,352",Upgrade,Financials in USD,Fiscal year is August - July
Research & Development,"23,463,729","26,681,495","14,757,469","7,711,497","2,020,899","2,398,401",Upgrade,Financials in USD,Fiscal year is August - July
Operating Expenses,"29,979,880","33,330,076","23,272,264","15,288,941","6,976,035","3,939,439",Upgrade,Financials in USD,Fiscal year is August - July
Operating Income,"-29,979,880","-33,330,076","-23,272,264","-15,288,941","-6,976,035","-3,939,439",Upgrade,Financials in USD,Fiscal year is August - July
Interest Expense,-,-,-,-979,"-78,554","-29,480",Upgrade,Financials in USD,Fiscal year is August - July
Interest & Investment Income,"110,253","288,018","891,213","136,731","3,149",-,Upgrade,Financials in USD,Fiscal year is August - July
Earnings From Equity Investments,"-178,025","-106,510",-,-,-,-,Upgrade,Financials in USD,Fiscal year is August - July
Currency Exchange Gain (Loss),"-15,795","-25,452","-40,873","-30,730","-2,177,791","-14,516",Upgrade,Financials in USD,Fiscal year is August - July
Other Non Operating Income (Expenses),"13,343,751","28,242,472","2,119,530","-11,654,984","-4,445,266","23,284",Upgrade,Financials in USD,Fiscal year is August - July
EBT Excluding Unusual Items,"-16,719,696","-4,931,548","-20,302,394","-26,838,903","-13,674,497","-3,960,151",Upgrade,Financials in USD,Fiscal year is August - July
Other Unusual Items,-,-,-,-,"-141,703","-64,385",Upgrade,Financials in USD,Fiscal year is August - July
Pretax Income,"-16,719,696","-4,931,548","-20,302,394","-26,838,903","-13,816,200","-4,024,536",Upgrade,Financials in USD,Fiscal year is August - July
Earnings From Continuing Operations,"-16,719,696","-4,931,548","-20,302,394","-26,838,903","-13,816,200","-4,024,536",Upgrade,Financials in USD,Fiscal year is August - July
Minority Interest in Earnings,"124,512","140,082",-,-,-,-,Upgrade,Financials in USD,Fiscal year is August - July
Net Income,"-16,595,184","-4,791,466","-20,302,394","-26,838,903","-13,816,200","-4,024,536",Upgrade,Financials in USD,Fiscal year is August - July
Net Income to Common,"-16,595,184","-4,791,466","-20,302,394","-26,838,903","-13,816,200","-4,024,536",Upgrade,Financials in USD,Fiscal year is August - July
Shares Outstanding (Basic),"19,119,760","16,454,932","15,619,676","15,494,091","4,519,579","713,889",Upgrade,Financials in USD,Fiscal year is August - July
Shares Outstanding (Diluted),"19,119,760","16,454,932","15,619,676","15,494,091","4,519,579","713,889",Upgrade,Financials in USD,Fiscal year is August - July
Shares Change (YoY),21.506%,5.347%,0.811%,242.822%,533.093%,23.156%,Upgrade,Financials in USD,Fiscal year is August - July
EPS (Basic),-0.868,-0.291,-1.300,-1.732,-3.057,-5.637,Upgrade,Financials in USD,Fiscal year is August - July
EPS (Diluted),-0.868,-0.291,-1.300,-1.732,-3.057,-5.637,Upgrade,Financials in USD,Fiscal year is August - July
Free Cash Flow,"-23,932,760","-24,582,929","-23,744,860","-12,484,376","-7,750,188","-1,265,901",Upgrade,Financials in USD,Fiscal year is August - July
Free Cash Flow Per Share,-1.252,-1.494,-1.520,-0.806,-1.715,-1.773,Upgrade,Financials in USD,Fiscal year is August - July
EBITDA,"-29,873,144","-33,246,179","-23,256,993","-15,273,669","-6,960,779","-3,924,184",Upgrade,Financials in USD,Fiscal year is August - July
D&A For EBITDA,"106,736","83,897","15,271","15,272","15,256","15,255",Upgrade,Financials in USD,Fiscal year is August - July
EBIT,"-29,979,880","-33,330,076","-23,272,264","-15,288,941","-6,976,035","-3,939,439",Upgrade,Financials in USD,Fiscal year is August - July
